,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
1,TXLHQTFZJ,Thriller,04/05/2005,7.61761653,A thrilling survival story about a group of people stranded in a dangerous situation and their fight for survival.,Toronto,72588813.74,0,0
0,BHYLJUDOR,Science Fiction,28/03/1998,4.782551809,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Toronto,4137663.933,0,0
39,MNVIPOETB,Thriller,03/03/1989,6.51928242,A group of college students get more than they bargained for when they participate in a mysterious psychological experiment.,Sydney,71784467.59,0,0
24,EOSGWIBVV,Musical,06/09/1993,9.462741462,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,New York,52105670.28,2,1
58,EQAFZHGFN,Horror,20/02/2010,9.016475315,"A group of teenagers explore a seemingly abandoned house, only to discover it's haunted by a vengeful spirit.",Los Angeles,1240838.403,2,0
36,XTQLDJNBK,Mystery,21/08/2007,4.377762286,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",New York,40634832.85,0,0
99,ITSDTSGYD,Horror,18/08/2002,8.484876485,A thought-provoking science fiction film that explores the potential consequences of technological advancements.,Paris,55341961.81,0,0
69,KGXDPBVSP,Thriller,05/04/2013,9.497695192,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Los Angeles,19255709.05,2,0
6,FOLLLAJNO,History,12/06/1987,7.849612824,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Los Angeles,22015029.49,1,1
3,OXJMTYQGQ,Science Fiction,11/06/2009,4.65355782,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Paris,6760396.499,0,0
98,MNSFWKRDM,Action,27/03/2020,9.690285548,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,Los Angeles,60606321.08,1,1
40,BGOERFNPT,Fantasy,27/09/2003,3.278497982,A coming-of-age story about a young woman who discovers her family's magical heritage.,New York,18311766.39,0,0
60,GTFTGJBCK,Foreign,16/02/2000,8.220712272,A coming-of-age story that explores the power of friendship and self-discovery.,London,77636939.83,1,0
33,JRMCWGCDW,Science Fiction,08/05/2007,7.993888043,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Los Angeles,68508445.74,0,0
28,SSIBFLRWR,Drama,17/09/2013,8.887189778,A talented young musician struggles to overcome her stage fright and achieve her dreams.,Toronto,9273508.802,2,0
68,WBNLKUFAI,Fantasy,16/06/1997,9.797604592,A mythical creature awakens from its slumber and threatens to destroy a peaceful kingdom.,Paris,50632862.74,2,0
26,EQQROYHDN,Family,09/06/1982,8.479144693,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,London,37713302.98,2,0
96,ATUZGSXYK,Fantasy,12/06/2017,7.609889553,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",Toronto,70306585.01,1,0
51,PJTYRMSAJ,Mystery,15/04/1992,9.561534943,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Los Angeles,59934987.59,2,0
73,AHXRUNTMT,Science Fiction,06/06/2018,8.677418491,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",Sydney,7955768.046,2,1
53,HLOFOBLFD,Animation,16/12/2002,9.168292029,A captivating musical film that will transport you with its stunning visuals and powerful music.,New York,88367382.77,2,0
69,YNYEQENOT,Thriller,05/10/2007,9.40980303,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Sydney,23866606.55,2,1
33,EIFDMUSPO,Science Fiction,28/07/1995,9.369284989,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Tokyo,23744800.26,2,0
7,SIXIECQHQ,Comedy,29/12/2016,8.841788087,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Sydney,22098,0,0
94,XSQVRGFSH,Mystery,26/07/2009,6.739121625,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",Tokyo,87868966.73,0,0
72,OUUNFHFLF,Science Fiction,22/12/2009,9.390058174,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,London,72536572.9,2,0
84,EQTKATHQZ,Mystery,05/05/2013,7.498960164,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",Paris,8658587.649,0,0
7,XILEZDIGJ,Comedy,18/05/1986,8.473103599,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Los Angeles,38200501.03,2,0
67,XWCOSITSF,Fantasy,29/04/1984,9.072595022,A young inventor builds a time machine and embarks on a journey through history to save the future.,Tokyo,77120420.92,2,0
85,ETYSNXHFJ,Drama,31/07/2019,9.501089787,"When a mysterious artifact is unearthed in the desert, an archaeologist embarks on a perilous journey to unlock its ancient secrets.",Sydney,32080856.06,1,0
91,GWBYDWPMD,Adventure,24/07/1982,3.397876339,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,Tokyo,26935848.17,0,0
67,GIVJXXVSQ,Fantasy,22/09/1982,3.291808083,A young inventor builds a time machine and embarks on a journey through history to save the future.,Los Angeles,57906690.95,0,0
84,GCWPDYTCY,Mystery,23/10/2020,9.852507201,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",Los Angeles,33722939.23,1,0
71,FNTBIQIIX,Foreign,14/07/2003,9.768196903,A captivating story of forbidden love between a young woman and a member of the royal family.,Paris,15383999.84,1,1
83,RXZQBYNKY,Western,10/11/1995,8.519841466,This historical drama explores the pivotal events that led to the American Revolution.,Toronto,44011118.06,2,1
95,IVVSFSBQU,Science Fiction,28/08/2003,9.876121007,A time-traveling detective must solve a series of murders spanning decades to prevent a catastrophic event that threatens the fabric of reality.,Los Angeles,73240950.33,2,0
0,GWEMFNFNY,Science Fiction,28/01/2017,9.906919828,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Tokyo,76162634.2,2,1
5,DSJEIHONM,Crime,18/08/2013,9.546887258,A captivating foreign film that showcases the beauty and richness of a different culture.,Los Angeles,55793256.91,2,0
91,SCBHGDUHT,Adventure,07/06/2007,8.472068727,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,New York,89921710.02,2,0
30,RXYHOZQVD,Science Fiction,08/11/1998,7.621472598,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,Toronto,88635703.64,1,0
73,PPRQFHRGE,Science Fiction,30/08/1997,8.735188307,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",Tokyo,22243843.92,2,0
83,HFSDCBBXW,Western,14/10/2008,9.88867357,This historical drama explores the pivotal events that led to the American Revolution.,London,69611963.25,1,1
7,WYSMTLLAE,Comedy,15/12/2013,8.231739947,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Paris,17366692.89,1,0
21,QKHHXASLG,Adventure,31/03/2003,8.821988663,"In a post-apocalyptic world overrun by zombies, a group of survivors must band together to find sanctuary and rebuild civilization.",Tokyo,37616074.63,1,1
92,KWUXCVIPL,Mystery,22/10/2012,8.544571079,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Los Angeles,1886753.243,2,0
8,KVRMFRHFR,Thriller,21/05/2021,8.626924004,"A group of friends reunite for a weekend getaway at a remote cabin, only to discover a dark secret from their past.",Toronto,18927967.01,1,0
43,LXILYNZQH,Science Fiction,16/08/2005,5.137863547,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Paris,20902011.04,0,0
46,OUROXXLLF,Drama,23/10/1990,9.233227235,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Paris,,2,0
0,BZPFRIXOJ,Science Fiction,22/05/2018,7.939879854,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Sydney,4706429.923,1,1
51,MKOPFUODG,Mystery,04/03/1997,3.023366792,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,London,85180801.3,0,0
38,LYLEZJGEN,Musical,13/01/1987,9.021227191,A heartwarming documentary film about a group of individuals who are making a positive impact on the world.,Sydney,75599081.28,2,0
89,PHQFYSEJW,Family,06/09/2015,8.751882105,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,New York,11498,1,0
74,FQQYRFNQS,Action,01/01/2022,4.133035317,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",New York,13169206.72,0,0
98,YRAMJLZWD,Action,26/10/2014,9.90075456,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,Toronto,56983694.68,2,0
87,YBKSQIXVA,History,02/12/2021,9.324195747,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,Los Angeles,32221068.99,2,0
96,JUQIQEDBM,Fantasy,01/01/2022,5.951572349,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",New York,31381001.1,0,0
83,XQHGQAFLO,Western,06/07/2018,7.57595011,This historical drama explores the pivotal events that led to the American Revolution.,Paris,62985941.07,0,0
26,IIXNBNLBV,Family,04/09/1999,3.759006163,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,Sydney,89533246.3,0,0
78,QMSDYIUXR,History,19/06/1983,9.943383848,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,Los Angeles,30611388.85,2,1
32,FHKEWSUVU,War,26/12/1981,9.882695311,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,New York,83150904.86,2,0
70,JPEHOIUPS,Comedy,27/07/1987,9.976256847,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",Los Angeles,65831313.71,2,1
97,EVAKICFSQ,Action,10/12/1995,8.877280613,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",Paris,76382046.86,1,0
44,SHOYQOGYU,Horror,09/02/1993,9.062582254,A group of college students get more than they bargained for when they spend a weekend at a haunted house.,Sydney,46286590.6,2,0
59,NTPDHGOSH,Animation,13/04/2017,8.639710044,A group of animals embark on a daring rescue mission to save one of their own from a dangerous situation.,Paris,48462800.09,0,0
57,KWWKRRVBW,Crime,08/04/1985,9.066629247,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,Tokyo,49635372.24,2,1
50,WMYTEKBHC,Horror,05/09/1996,7.689260326,A young girl with extraordinary powers must learn to control her abilities before they consume her.,New York,51297381.25,1,1
45,UBACLYCJQ,Science Fiction,24/01/1996,6.028598404,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",New York,13855258.57,0,0
4,XXDXJIBRN,Horror,05/10/1985,3.569562681,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,London,19427040.97,0,0
57,DMUOWLSZK,Crime,17/11/2021,8.088515519,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,New York,14681496.08,1,0
93,GNSOQYGTB,Thriller,28/08/1981,9.047199431,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",Los Angeles,17996440.94,1,0
91,TALMXQEKL,Adventure,28/11/2019,8.77795494,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,Los Angeles,60182107.3,1,0
17,ZDMVOMAVD,Drama,12/12/1989,9.59692487,"A brilliant scientist invents a revolutionary new technology that could change the world, but faces ethical dilemmas about its potential consequences.",Toronto,19378512.06,2,0
35,CPGVWHNAF,Comedy,15/07/1989,8.889496085,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",Toronto,79177111.49,1,0
66,OPLPPELEG,Adventure,29/05/2014,8.73694301,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,Sydney,11633035.21,1,1
20,OLDEDWDYL,Comedy,12/03/1990,9.012949284,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Paris,88997879.88,2,0
45,NDOPHTXMI,Science Fiction,14/11/2005,7.682870064,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",Toronto,1127462.062,1,0
57,STXKYWZJM,Crime,20/12/2015,8.806036452,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,Los Angeles,76104834.18,2,1
79,FCAKJIANE,Crime,19/06/2013,3.339881544,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",London,1177165.682,0,0
36,RAMNAMLWF,Mystery,19/11/2007,4.965400562,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",Paris,70906686.58,0,0
62,IYLHRJCNQ,Family,23/01/1988,7.239609643,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,Paris,65761277.25,0,0
4,DLXQGAWXP,Horror,03/06/2005,8.815184811,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,Toronto,62814131.58,2,0
77,FMJRZYXSF,Sports,19/11/1985,6.44326271,A suspenseful horror film that will leave you on the edge of your seat.,Paris,32228615.71,0,0
30,TACMCVMIS,Science Fiction,09/04/2004,8.604803134,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,Sydney,56810823.08,2,0
87,CCLYUTYBM,History,13/07/1995,9.405377653,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,New York,54347086.72,1,0
98,TRAPKJDFT,Action,13/11/1997,9.843110746,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,Los Angeles,66818842.8,2,0
35,BETEOCXCC,Comedy,09/05/1993,8.443476393,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",New York,64190922.97,1,0
73,TWICLPPPD,Science Fiction,18/10/2021,8.641730836,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",Tokyo,23092639.83,0,0
90,FLVPNNDRD,Fantasy,31/10/1994,9.608849458,A visually stunning animated film that will captivate audiences of all ages.,Paris,64153540.42,1,0
55,LXWVCGIKZ,Comedy,02/11/2010,7.598450585,A down-on-his-luck salesman gets a second chance at life when he discovers a magical briefcase that grants wishes.,Tokyo,28809668.1,1,0
26,MYOHKEXCM,Family,13/11/1997,8.698875688,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,New York,35309557.85,1,0
22,XBZLWPQMT,Western,05/03/2005,8.909720951,A group of unlikely heroes band together to protect their community from a band of ruthless outlaws.,Toronto,26611853.79,2,0
76,KAMMABEZM,Comedy,24/09/1998,9.239414421,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Los Angeles,66788922.4,2,0
79,QUAZPOXZA,Crime,06/05/2021,8.130079731,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",Paris,75285820.97,0,0
98,ZKVNNFOYZ,Action,18/05/2016,9.71003165,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,Tokyo,23129833.52,1,0
90,TKLDXCQXG,Fantasy,19/12/1996,9.188184397,A visually stunning animated film that will captivate audiences of all ages.,Sydney,46753798.29,2,1
51,KCPJGKHHD,Mystery,22/06/1996,7.431751497,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Toronto,63800299.87,0,0
46,OJXBPTNYP,Drama,25/06/1990,8.679543935,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Tokyo,74383640.69,2,1
80,BKBJKJMTU,Fantasy,01/04/2011,9.660759344,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Paris,65725779.16,2,0
61,FQOVGUMPA,Fantasy,27/02/2017,8.233498163,"When a priceless artifact is stolen from a museum, a master thief is hired to retrieve it at any cost.",London,25813,0,0
60,LIPHBERKY,Foreign,18/10/2021,4.721279313,A coming-of-age story that explores the power of friendship and self-discovery.,Paris,61883937.99,0,0
47,LVRTZAVBE,Documentary,02/09/2013,9.467178313,A documentary that sheds light on the devastating effects of climate change on our planet.,Sydney,81580611.26,2,0
0,SAAOKAPZV,Science Fiction,06/01/1991,8.789268737,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Sydney,40336302.13,1,0
10,XEXXBZKVI,Fantasy,02/09/1983,5.264132156,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Toronto,183409667,0,0
75,EJLBPPNEG,Musical,17/10/1983,3.359387983,A high-stakes heist movie where a team of skilled criminals plan and execute a daring robbery.,Tokyo,86611355.44,0,0
13,ZUIHONPKE,Foreign,03/10/2010,3.575102655,A heartwarming story about a dog who brings joy and companionship to a lonely widower.,New York,62762911.5,0,0
71,FOFDMRESM,Foreign,19/09/1999,7.706890179,A captivating story of forbidden love between a young woman and a member of the royal family.,Toronto,26785679.59,0,0
94,YYOJRHUHF,Mystery,10/05/2012,9.530854184,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",New York,41234660.69,2,0
6,UJMZCOCIP,History,09/03/1996,9.378174369,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Toronto,42714905.29,2,0
45,CIWZSXXQL,Science Fiction,16/02/2019,9.54957343,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",Tokyo,76565005.53,2,1
30,MTPMQOFYI,Science Fiction,08/05/1996,5.125255714,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,New York,87176146.53,0,0
15,AFOTYXIYY,Romance,28/10/2000,8.894963029,"A talented musician gets a chance to perform on the biggest stage in the world, but must overcome their stage fright to succeed.",Toronto,53794801.7,2,0
41,FERHWNECK,Action,26/12/2003,7.770901819,"When a powerful artifact is stolen from a museum, a team of experts must track down the thief before it falls into the wrong hands.",New York,131880698,1,0
38,JULGFAZOS,Musical,24/01/1985,7.341518878,A heartwarming documentary film about a group of individuals who are making a positive impact on the world.,London,85509970.61,1,1
53,NHRSXTFHH,Animation,05/06/2021,9.647094543,A captivating musical film that will transport you with its stunning visuals and powerful music.,Tokyo,89468014.41,2,1
43,NOZTULZYK,Science Fiction,05/11/2004,9.88518128,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Los Angeles,36206374.05,2,0
82,NPIEHTDUJ,Drama,10/06/2020,9.636899632,A high-powered lawyer takes on a seemingly unwinnable case to defend a client accused of a shocking crime.,London,74500262.35,2,0
7,EGUSKEXLF,Comedy,28/01/2006,7.365762709,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Tokyo,39615196.22,0,0
92,EHFMKLIVG,Mystery,01/12/1983,8.580056563,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,New York,62896186.06,1,0
65,MQIJCLTVW,Drama,20/01/2002,5.827923225,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,New York,4726597.068,0,0
41,CFNLBKSOZ,Action,18/04/1986,5.52661226,"When a powerful artifact is stolen from a museum, a team of experts must track down the thief before it falls into the wrong hands.",Los Angeles,80271154.76,0,0
66,ZLQLYIHZU,Adventure,03/03/1989,7.311290762,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,New York,4986515.638,1,0
92,RANTUCZZG,Mystery,17/04/2008,8.713728251,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Los Angeles,20586327.67,2,0
78,FYJVUIUGO,History,07/02/1985,9.048378758,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,Toronto,51529703.68,1,0
91,HIYMZHPUJ,Adventure,05/03/2005,9.362654151,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,New York,16662,2,0
100,EXTUZPPJG,Animation,12/06/2006,7.897442306,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Paris,25251871.59,1,0
31,EYKTNQNHJ,Adventure,22/04/1988,9.390805621,A group of survivors must navigate a treacherous landscape filled with monsters and mutants to reach safety.,Paris,8949513.774,2,1
93,SSYQVPGQE,Thriller,13/11/1997,8.544931744,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",New York,73052554.17,2,1
50,AEMFTLARZ,Horror,10/12/1984,7.876091965,A young girl with extraordinary powers must learn to control her abilities before they consume her.,Los Angeles,100729833,0,0
46,NQTZBBIZC,Drama,12/10/2003,8.850912953,"A documentary film that sheds light on a social or environmental issue, raising awareness and sparking important conversations.",Los Angeles,17716,2,0
93,ZCXHIKRKO,Thriller,20/04/2013,8.537020175,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",London,41320,2,0
33,VUIGYMETN,Science Fiction,13/07/1995,8.209658453,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Toronto,21724880.31,1,0
12,RQCZTRYHZ,Crime,09/05/1993,9.074660534,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Toronto,40599,2,1
96,VWKYGYRWX,Fantasy,07/02/1985,9.250763659,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",Paris,70834450.43,2,0
80,UNPDEZBKV,Fantasy,16/10/1994,9.344707176,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Sydney,84513715.65,2,1
66,VSYQSHFMJ,Adventure,06/08/1985,9.841848598,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,Toronto,71061700.93,2,0
72,TZBMZYITD,Science Fiction,09/08/1990,9.431408012,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,Sydney,1691182.224,2,0
10,SJPKRXAGO,Fantasy,27/06/2017,9.034031686,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",London,72952660.11,2,1
90,NZZYUBVTM,Fantasy,16/07/2019,8.521165934,A visually stunning animated film that will captivate audiences of all ages.,Los Angeles,57642128.9,0,0
27,EAWAERXHJ,Animation,06/07/1999,6.895381107,A high-octane action movie with stunning visuals and jaw-dropping stunts.,Toronto,72069714.04,0,0
56,ZCGWECFBR,Mystery,05/05/2002,9.983890251,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",New York,51936209.12,1,0
65,TPCPPCBJT,Drama,29/08/1989,7.629328015,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,Paris,3549557.825,0,0
64,VDSUTIYWU,Adventure,30/08/2019,9.690979293,"A lost civilization is rediscovered deep within the Amazon rainforest, revealing secrets of the past.",Tokyo,72477421.13,1,0
69,JJXKXJUUM,Thriller,22/08/2004,7.454438301,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,New York,7796120.82,1,1
88,VPMYMJGUS,Fantasy,08/04/1996,9.028982353,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,Los Angeles,31994233.4,2,0
34,HZDOWNHRD,Action,05/08/2018,8.466574287,A suspenseful psychological thriller that keeps you guessing until the very end.,Sydney,49112791.69,1,1
79,WIOQOHTKF,Crime,10/12/1984,9.46078548,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",Toronto,26442864.73,2,1
3,LGGBSDAMO,Science Fiction,13/10/2000,9.387592863,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Paris,68614988.21,1,0
60,KQMWNYPQN,Foreign,29/11/2016,5.253548868,A coming-of-age story that explores the power of friendship and self-discovery.,Sydney,87697747.23,0,0
37,ZGDIKUWYX,Documentary,19/12/1996,9.964026583,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Los Angeles,42169543.03,2,0
43,PQIYFKPHS,Science Fiction,30/12/1994,9.107038162,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Sydney,85795980.53,0,0
83,BDRZVZZJD,Western,29/06/1992,9.160881288,This historical drama explores the pivotal events that led to the American Revolution.,Sydney,82615930.64,2,1
88,SSDTTXVBV,Fantasy,30/01/1981,9.018823001,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,Los Angeles,73826035.25,2,0
70,QFOSIONMV,Comedy,21/11/2001,8.925182136,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",Tokyo,65690053.85,2,0
20,GKPJXLDBF,Comedy,04/09/1999,4.572404471,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Toronto,2782361.669,0,0
6,RMZFXWENU,History,07/06/1985,8.114780576,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Los Angeles,81243542.83,0,0
28,YXYGRNOXH,Drama,01/05/1989,9.516033748,A talented young musician struggles to overcome her stage fright and achieve her dreams.,Toronto,51960448.65,2,0
6,DZSBMWZMH,History,22/12/1990,8.742825569,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Sydney,12709407.9,1,0
66,EOYVDPEZO,Adventure,02/09/2013,8.62931925,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,Los Angeles,62534475.04,1,0
92,DVUJQJWVS,Mystery,08/05/1996,9.157177993,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Los Angeles,25198160.75,1,0
92,MCCRQLDHT,Mystery,02/06/2016,8.536029133,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Toronto,62565003.58,2,0
69,QLWBMBUYH,Thriller,02/09/1983,8.481883323,A suspenseful thriller about a family trapped in their own home by a dangerous intruder.,Tokyo,8158135.225,2,0
73,ZLKNMIDVC,Science Fiction,17/01/2000,9.102288687,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",London,87779774.12,2,0
100,UAYAEYJSX,Animation,09/03/1996,9.781069543,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Los Angeles,6920930.464,2,1
54,OXNDIXQTF,Romance,14/08/1989,5.287324192,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",Los Angeles,78226302.6,0,0
77,EEMWJDXVB,Sports,03/05/1997,5.50696165,A suspenseful horror film that will leave you on the edge of your seat.,New York,29114421.89,0,0
21,PGBYHDAJP,Adventure,16/11/2002,6.409977929,"In a post-apocalyptic world overrun by zombies, a group of survivors must band together to find sanctuary and rebuild civilization.",Paris,27085510.13,0,0
31,LSLWTKUGI,Adventure,22/07/1985,9.22246673,A group of survivors must navigate a treacherous landscape filled with monsters and mutants to reach safety.,Paris,36153315.06,2,0
81,VKAOGGASR,Documentary,28/01/2017,9.934753013,This documentary explores the cutthroat world of competitive ballroom dancing.,Paris,69757791.7,1,1
35,SSRGBIHJP,Comedy,01/02/1989,6.309786617,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",Sydney,18778829.12,0,0
8,SENEJRBOX,Thriller,15/11/2013,8.510133106,"A group of friends reunite for a weekend getaway at a remote cabin, only to discover a dark secret from their past.",Toronto,40790342.35,2,0
25,AFFVSOVER,Thriller,13/05/2006,8.964243967,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",Paris,44503349.64,2,0
21,TCXHCIRLF,Adventure,03/05/1986,9.671015574,"In a post-apocalyptic world overrun by zombies, a group of survivors must band together to find sanctuary and rebuild civilization.",Paris,81769565.53,2,1
45,ROCLSXTUX,Science Fiction,14/02/2003,7.465305122,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",New York,50381641.73,0,0
86,ADECWVUVV,Drama,15/07/2011,8.68180859,A renowned pianist grapples with the loss of his hearing as he prepares for his final performance.,Tokyo,57840168.69,2,0
16,WQJDTUZAO,Sports,23/05/1996,7.221532802,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,Paris,80573256.6,0,0
25,EIROODSGI,Thriller,13/01/1987,8.264573853,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",Toronto,30668528.26,1,0
